property_id,snapshot_month,property_age_years,size_sqft,bedrooms_bhk,amenity_count,historical_maintenance_count,maintenance_count_last_90d,historical_maintenance_cost,historical_avg_cost,days_since_last_maintenance,dominant_issue_category,next_month_maintenance_count,next_month_maintenance_cost,maintenance_risk_label,inspection_count,needs_attention_count,equipment_count,avg_equipment_age_years,critical_equipment_count
P00003,2026-11,17,1150,3,4,6,1,16399.52,2733.25,31,AC,1,1418.48,1,1,0,2,4.6,1
P00003,2026-12,17,1150,3,4,6,1,16399.52,2733.25,0,AC,1,2588.41,1,4,3,2,4.6,1
P00004,2024-01,5,1200,2,4,0,0,0,0,134,ELECTRICAL,0,0,0,1,0,2,4.4,1
P00004,2024-02,5,1200,2,4,0,0,0,0,91,ELECTRICAL,0,0,0,3,0,2,4.4,1
P00004,2024-03,5,1200,2,4,0,0,0,0,36,APPLIANCE,0,0,0,2,0,2,4.4,1
P00004,2024-04,5,1200,2,4,0,0,0,0,81,APPLIANCE,0,0,0,3,0,2,4.4,1
P00004,2024-05,5,1200,2,4,0,0,0,0,85,APPLIANCE,0,0,0,1,1,2,4.4,1
P00004,2024-06,5,1200,2,4,0,0,0,0,113,ELECTRICAL,0,0,0,1,0,2,4.4,1
P00004,2024-07,5,1200,2,4,0,0,0,0,160,STRUCTURAL,0,0,0,0,0,2,4.4,1
P00004,2024-08,5,1200,2,4,0,0,0,0,161,ELECTRICAL,0,0,0,0,0,2,4.4,1
P00004,2024-09,5,1200,2,4,0,0,0,0,37,APPLIANCE,0,0,0,3,0,2,4.4,1
P00004,2024-10,5,1200,2,4,0,0,0,0,150,AC,0,0,0,2,0,2,4.4,1
P00004,2024-11,5,1200,2,4,0,0,0,0,155,APPLIANCE,0,0,0,1,0,2,4.4,1
P00004,2024-12,5,1200,2,4,0,0,0,0,26,AC,0,0,0,1,0,2,4.4,1
P00004,2025-01,5,1200,2,4,0,0,0,0,53,CLEANING,0,0,0,0,0,2,4.4,1
P00004,2025-02,5,1200,2,4,0,0,0,0,41,APPLIANCE,0,0,0,2,0,2,4.4,1
P00004,2025-03,5,1200,2,4,0,0,0,0,156,ELECTRICAL,0,0,0,3,0,2,4.4,1
P00004,2025-04,5,1200,2,4,0,0,0,0,77,APPLIANCE,0,0,0,3,0,2,4.4,1
P00004,2025-05,5,1200,2,4,0,0,0,0,40,APPLIANCE,0,0,0,0,1,2,4.4,1
P00004,2025-06,5,1200,2,4,0,0,0,0,175,PLUMBING,0,0,0,1,1,2,4.4,1
P00004,2025-07,5,1200,2,4,0,0,0,0,84,APPLIANCE,0,0,0,0,1,2,4.4,1
P00004,2025-08,5,1200,2,4,0,0,0,0,29,CLEANING,1,1203.19,1,3,1,2,4.4,1
P00004,2025-09,5,1200,2,4,0,0,0,0,0,AC,0,0,0,0,0,2,4.4,1
P00004,2025-10,5,1200,2,4,1,1,1203.19,1203.19,30,CLEANING,0,0,0,2,1,2,4.4,1
P00004,2025-11,5,1200,2,4,1,1,1203.19,1203.19,61,ELECTRICAL,0,0,0,2,0,2,4.4,1
P00004,2025-12,5,1200,2,4,1,0,1203.19,1203.19,91,APPLIANCE,0,0,0,4,0,2,4.4,1
P00004,2026-01,5,1200,2,4,1,0,1203.19,1203.19,122,CLEANING,0,0,0,2,0,2,4.4,1
P00004,2026-02,5,1200,2,4,1,0,1203.19,1203.19,153,CLEANING,0,0,0,1,0,2,4.4,1
P00004,2026-03,5,1200,2,4,1,0,1203.19,1203.19,181,APPLIANCE,0,0,0,3,0,2,4.4,1
P00004,2026-04,5,1200,2,4,1,0,1203.19,1203.19,212,AC,0,0,0,0,0,2,4.4,1
P00004,2026-05,5,1200,2,4,1,0,1203.19,1203.19,242,APPLIANCE,0,0,0,1,1,2,4.4,1
P00004,2026-06,5,1200,2,4,1,0,1203.19,1203.19,273,APPLIANCE,0,0,0,2,0,2,4.4,1
P00004,2026-07,5,1200,2,4,1,0,1203.19,1203.19,303,STRUCTURAL,0,0,0,1,0,2,4.4,1
P00004,2026-08,5,1200,2,4,1,0,1203.19,1203.19,334,CLEANING,0,0,0,2,0,2,4.4,1
P00004,2026-09,5,1200,2,4,1,0,1203.19,1203.19,365,STRUCTURAL,0,0,0,0,1,2,4.4,1
P00004,2026-10,5,1200,2,4,1,0,1203.19,1203.19,395,APPLIANCE,0,0,0,3,0,2,4.4,1
P00004,2026-11,5,1200,2,4,1,0,1203.19,1203.19,426,APPLIANCE,0,0,0,0,0,2,4.4,1
P00004,2026-12,5,1200,2,4,1,0,1203.19,1203.19,456,APPLIANCE,0,0,0,1,0,2,4.4,1
P00005,2024-01,9,900,2,1,0,0,0,0,147,CLEANING,0,0,0,2,1,5,5.3,1
P00005,2024-02,9,900,2,1,0,0,0,0,58,OTHER,0,0,0,4,0,5,5.3,1
P00005,2024-03,9,900,2,1,0,0,0,0,100,OTHER,0,0,0,1,0,5,5.3,1
P00005,2024-04,9,900,2,1,0,0,0,0,128,PLUMBING,0,0,0,2,0,5,5.3,1
P00005,2024-05,9,900,2,1,0,0,0,0,153,AC,0,0,0,0,0,5,5.3,1
P00005,2024-06,9,900,2,1,0,0,0,0,64,ELECTRICAL,0,0,0,0,0,5,5.3,1
P00005,2024-07,9,900,2,1,0,0,0,0,30,PLUMBING,0,0,0,2,0,5,5.3,1
P00005,2024-08,9,900,2,1,0,0,0,0,92,OTHER,0,0,0,0,0,5,5.3,1
P00005,2024-09,9,900,2,1,0,0,0,0,151,ELECTRICAL,0,0,0,2,0,5,5.3,1
P00005,2024-10,9,900,2,1,0,0,0,0,173,CLEANING,0,0,0,0,0,5,5.3,1
P00005,2024-11,9,900,2,1,0,0,0,0,39,ELECTRICAL,0,0,0,1,0,5,5.3,1
P00005,2024-12,9,900,2,1,0,0,0,0,172,OTHER,0,0,0,1,0,5,5.3,1
P00005,2025-01,9,900,2,1,0,0,0,0,176,AC,0,0,0,3,0,5,5.3,1
P00005,2025-02,9,900,2,1,0,0,0,0,119,ELECTRICAL,0,0,0,3,0,5,5.3,1
P00005,2025-03,9,900,2,1,0,0,0,0,61,ELECTRICAL,0,0,0,2,0,5,5.3,1
P00005,2025-04,9,900,2,1,0,0,0,0,144,AC,0,0,0,2,1,5,5.3,1
P00005,2025-05,9,900,2,1,0,0,0,0,47,ELECTRICAL,0,0,0,0,0,5,5.3,1
P00005,2025-06,9,900,2,1,0,0,0,0,36,PLUMBING,0,0,0,0,0,5,5.3,1
P00005,2025-07,9,900,2,1,0,0,0,0,87,ELECTRICAL,0,0,0,0,0,5,5.3,1
P00005,2025-08,9,900,2,1,0,0,0,0,148,AC,0,0,0,1,0,5,5.3,1
P00005,2025-09,9,900,2,1,0,0,0,0,162,ELECTRICAL,0,0,0,5,0,5,5.3,1
P00005,2025-10,9,900,2,1,0,0,0,0,166,OTHER,0,0,0,0,1,5,5.3,1
P00005,2025-11,9,900,2,1,0,0,0,0,148,CLEANING,0,0,0,1,0,5,5.3,1
P00005,2025-12,9,900,2,1,0,0,0,0,24,OTHER,0,0,0,1,0,5,5.3,1
P00005,2026-01,9,900,2,1,0,0,0,0,114,OTHER,0,0,0,1,0,5,5.3,1
P00005,2026-02,9,900,2,1,0,0,0,0,76,AC,0,0,0,1,0,5,5.3,1
P00005,2026-03,9,900,2,1,0,0,0,0,108,OTHER,0,0,0,1,0,5,5.3,1
P00005,2026-04,9,900,2,1,0,0,0,0,175,ELECTRICAL,0,0,0,2,1,5,5.3,1
P00005,2026-05,9,900,2,1,0,0,0,0,168,OTHER,1,628.79,1,0,0,5,5.3,1
P00005,2026-06,9,900,2,1,0,0,0,0,0,ELECTRICAL,0,0,0,2,0,5,5.3,1
P00005,2026-07,9,900,2,1,1,1,628.79,628.79,30,OTHER,0,0,0,2,1,5,5.3,1
P00005,2026-08,9,900,2,1,1,1,628.79,628.79,61,ELECTRICAL,0,0,0,3,1,5,5.3,1
P00005,2026-09,9,900,2,1,1,0,628.79,628.79,92,ELECTRICAL,0,0,0,3,0,5,5.3,1
P00005,2026-10,9,900,2,1,1,0,628.79,628.79,122,PLUMBING,0,0,0,2,0,5,5.3,1
P00005,2026-11,9,900,2,1,1,0,628.79,628.79,153,ELECTRICAL,0,0,0,2,0,5,5.3,1
P00005,2026-12,9,900,2,1,1,0,628.79,628.79,183,CLEANING,0,0,0,2,0,5,5.3,1
P00006,2024-01,24,900,2,3,0,0,0,0,165,AC,0,0,0,0,0,1,7,0
P00006,2024-02,24,900,2,3,0,0,0,0,38,STRUCTURAL,0,0,0,2,0,1,7,0
P00006,2024-03,24,900,2,3,0,0,0,0,102,PLUMBING,0,0,0,1,0,1,7,0
P00006,2024-04,24,900,2,3,0,0,0,0,65,OTHER,0,0,0,2,0,1,7,0
P00006,2024-05,24,900,2,3,0,0,0,0,54,CLEANING,1,1900.64,1,3,0,1,7,0
P00006,2024-06,24,900,2,3,0,0,0,0,0,AC,0,0,0,2,0,1,7,0
P00006,2024-07,24,900,2,3,1,1,1900.64,1900.64,30,AC,0,0,0,4,0,1,7,0
P00006,2024-08,24,900,2,3,1,1,1900.64,1900.64,61,OTHER,0,0,0,3,1,1,7,0
P00006,2024-09,24,900,2,3,1,0,1900.64,1900.64,92,CLEANING,0,0,0,1,0,1,7,0
P00006,2024-10,24,900,2,3,1,0,1900.64,1900.64,122,PLUMBING,0,0,0,2,0,1,7,0
P00006,2024-11,24,900,2,3,1,0,1900.64,1900.64,153,AC,0,0,0,2,1,1,7,0
P00006,2024-12,24,900,2,3,1,0,1900.64,1900.64,183,ELECTRICAL,0,0,0,2,2,1,7,0
P00006,2025-01,24,900,2,3,1,0,1900.64,1900.64,214,AC,1,5678.63,1,0,0,1,7,0
P00006,2025-02,24,900,2,3,1,0,1900.64,1900.64,0,PLUMBING,0,0,0,2,1,1,7,0
P00006,2025-03,24,900,2,3,2,1,7579.27,3789.64,28,STRUCTURAL,0,0,0,4,1,1,7,0
P00006,2025-04,24,900,2,3,2,1,7579.27,3789.64,59,AC,0,0,0,4,1,1,7,0
P00006,2025-05,24,900,2,3,2,1,7579.27,3789.64,89,AC,0,0,0,3,2,1,7,0
P00006,2025-06,24,900,2,3,2,0,7579.27,3789.64,120,ELECTRICAL,0,0,0,4,0,1,7,0
P00006,2025-07,24,900,2,3,2,0,7579.27,3789.64,150,PLUMBING,0,0,0,1,0,1,7,0
P00006,2025-08,24,900,2,3,2,0,7579.27,3789.64,181,AC,0,0,0,5,0,1,7,0
P00006,2025-09,24,900,2,3,2,0,7579.27,3789.64,212,AC,0,0,0,2,0,1,7,0
P00006,2025-10,24,900,2,3,2,0,7579.27,3789.64,242,STRUCTURAL,0,0,0,1,0,1,7,0
P00006,2025-11,24,900,2,3,2,0,7579.27,3789.64,273,ELECTRICAL,0,0,0,7,0,1,7,0
P00006,2025-12,24,900,2,3,2,0,7579.27,3789.64,303,STRUCTURAL,0,0,0,3,0,1,7,0
P00006,2026-01,24,900,2,3,2,0,7579.27,3789.64,334,OTHER,0,0,0,3,0,1,7,0
P00006,2026-02,24,900,2,3,2,0,7579.27,3789.64,365,AC,0,0,0,2,0,1,7,0
P00006,2026-03,24,900,2,3,2,0,7579.27,3789.64,393,STRUCTURAL,0,0,0,2,0,1,7,0
P00006,2026-04,24,900,2,3,2,0,7579.27,3789.64,424,STRUCTURAL,1,3087.12,1,0,0,1,7,0
P00006,2026-05,24,900,2,3,2,0,7579.27,3789.64,0,STRUCTURAL,0,0,0,2,0,1,7,0
P00006,2026-06,24,900,2,3,3,1,10666.39,3555.46,31,STRUCTURAL,1,3676.29,1,1,0,1,7,0
P00006,2026-07,24,900,2,3,3,1,10666.39,3555.46,0,CLEANING,1,1537.89,1,1,0,1,7,0
P00006,2026-08,24,900,2,3,4,1,14342.68,3585.67,0,AC,0,0,0,5,2,1,7,0
P00006,2026-09,24,900,2,3,5,2,15880.57,3176.11,31,AC,1,2602.19,1,1,0,1,7,0
P00006,2026-10,24,900,2,3,5,1,15880.57,3176.11,0,AC,2,4610.54,1,2,0,1,7,0
P00006,2026-11,24,900,2,3,6,1,18482.76,3080.46,0,PLUMBING,1,4776.63,1,0,0,1,7,0
P00006,2026-12,24,900,2,3,8,3,23093.3,2886.66,0,APPLIANCE,0,0,0,2,1,1,7,0
P00007,2024-01,4,1050,2,3,0,0,0,0,175,OTHER,0,0,0,2,0,1,2.5,0
P00007,2024-02,4,1050,2,3,0,0,0,0,66,OTHER,0,0,0,1,0,1,2.5,0
P00007,2024-03,4,1050,2,3,0,0,0,0,128,PLUMBING,0,0,0,2,0,1,2.5,0
P00007,2024-04,4,1050,2,3,0,0,0,0,118,OTHER,0,0,0,1,0,1,2.5,0
P00007,2024-05,4,1050,2,3,0,0,0,0,160,CLEANING,0,0,0,1,0,1,2.5,0
P00007,2024-06,4,1050,2,3,0,0,0,0,92,APPLIANCE,0,0,0,2,0,1,2.5,0
P00007,2024-07,4,1050,2,3,0,0,0,0,55,APPLIANCE,0,0,0,2,0,1,2.5,0
P00007,2024-08,4,1050,2,3,0,0,0,0,137,ELECTRICAL,0,0,0,0,0,1,2.5,0
P00007,2024-09,4,1050,2,3,0,0,0,0,161,ELECTRICAL,0,0,0,0,1,1,2.5,0
P00007,2024-10,4,1050,2,3,0,0,0,0,168,AC,0,0,0,1,0,1,2.5,0
P00007,2024-11,4,1050,2,3,0,0,0,0,105,OTHER,0,0,0,1,0,1,2.5,0
P00007,2024-12,4,1050,2,3,0,0,0,0,152,AC,0,0,0,0,0,1,2.5,0
P00007,2025-01,4,1050,2,3,0,0,0,0,73,OTHER,0,0,0,1,0,1,2.5,0
P00007,2025-02,4,1050,2,3,0,0,0,0,25,APPLIANCE,0,0,0,3,0,1,2.5,0
P00007,2025-03,4,1050,2,3,0,0,0,0,120,APPLIANCE,0,0,0,1,0,1,2.5,0
P00007,2025-04,4,1050,2,3,0,0,0,0,172,APPLIANCE,0,0,0,1,0,1,2.5,0
P00007,2025-05,4,1050,2,3,0,0,0,0,129,CLEANING,0,0,0,2,0,1,2.5,0
P00007,2025-06,4,1050,2,3,0,0,0,0,44,ELECTRICAL,0,0,0,0,0,1,2.5,0
P00007,2025-07,4,1050,2,3,0,0,0,0,119,AC,0,0,0,1,0,1,2.5,0
P00007,2025-08,4,1050,2,3,0,0,0,0,143,CLEANING,0,0,0,3,0,1,2.5,0
P00007,2025-09,4,1050,2,3,0,0,0,0,57,CLEANING,0,0,0,2,0,1,2.5,0
P00007,2025-10,4,1050,2,3,0,0,0,0,73,AC,1,1109.24,1,2,0,1,2.5,0
P00007,2025-11,4,1050,2,3,0,0,0,0,0,AC,0,0,0,1,0,1,2.5,0
P00007,2025-12,4,1050,2,3,1,1,1109.24,1109.24,30,ELECTRICAL,0,0,0,2,0,1,2.5,0
P00007,2026-01,4,1050,2,3,1,1,1109.24,1109.24,61,APPLIANCE,0,0,0,4,0,1,2.5,0
P00007,2026-02,4,1050,2,3,1,0,1109.24,1109.24,92,CLEANING,0,0,0,5,0,1,2.5,0
P00007,2026-03,4,1050,2,3,1,0,1109.24,1109.24,120,CLEANING,0,0,0,5,0,1,2.5,0
P00007,2026-04,4,1050,2,3,1,0,1109.24,1109.24,151,APPLIANCE,0,0,0,1,0,1,2.5,0
P00007,2026-05,4,1050,2,3,1,0,1109.24,1109.24,181,APPLIANCE,0,0,0,0,0,1,2.5,0
P00007,2026-06,4,1050,2,3,1,0,1109.24,1109.24,212,AC,0,0,0,1,0,1,2.5,0
P00007,2026-07,4,1050,2,3,1,0,1109.24,1109.24,242,CLEANING,0,0,0,0,0,1,2.5,0
