city,area_locality,year_month,property_count,application_count,agreement_start_count,average_monthly_rent,demand_lag_1_month,demand_lag_2_month,demand_growth_1_month,next_month_demand,occupancy_rate,vacancy_rate,available_unit_count
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2024-06,3,1,0,9800.0,0,0,1.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2024-07,3,0,0,9800.0,1,0,-1.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2024-08,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2024-09,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2024-10,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2024-11,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2024-12,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2025-01,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2025-02,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2025-03,3,0,0,9800.0,0,0,0.0,1,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2025-04,3,1,0,9800.0,0,0,1.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2025-05,3,0,2,9800.0,1,0,-1.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2025-06,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2025-07,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2025-08,3,0,0,9800.0,0,1,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2025-09,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2025-10,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2025-11,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2025-12,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2026-01,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2026-02,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2026-03,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2026-04,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2026-05,3,0,0,9800.0,0,0,0.0,0,0,1,0
Bangalore,"Aditya Nagar-Vidyaranyapura, Vidyaranyapura",2026-06,3,0,0,9800.0,0,1,0.0,0,0,1,0
Bangalore,Adugodi,2024-01,7,0,0,10742.86,0,0,0.0,0,0,1,0
Bangalore,Adugodi,2024-02,7,0,0,10742.86,0,0,0.0,0,0,1,0
Bangalore,Adugodi,2024-03,7,0,0,10742.86,0,0,0.0,0,0,1,0
Bangalore,Adugodi,2024-04,7,0,0,10742.86,0,0,0.0,0,0,1,0
Bangalore,Adugodi,2024-05,7,0,0,10742.86,0,0,0.0,1,0,1,0
Bangalore,Adugodi,2024-06,7,1,0,10742.86,0,0,1.0,1,0,1,0
Bangalore,Adugodi,2024-07,7,1,0,10742.86,1,0,0.0,1,0,1,0
Bangalore,Adugodi,2024-08,7,1,0,10742.86,1,0,0.0,0,0,1,0
Bangalore,Adugodi,2024-09,7,0,0,10742.86,1,0,-1.0,0,0,1,0
Bangalore,Adugodi,2024-10,7,0,0,10742.86,0,0,0.0,0,0,1,0
Bangalore,Adugodi,2024-11,7,0,0,10742.86,0,0,0.0,0,0,1,0
Bangalore,Adugodi,2024-12,7,0,0,10742.86,0,0,0.0,1,0,1,0
Bangalore,Adugodi,2025-01,7,1,0,10742.86,0,0,1.0,0,0,1,0
Bangalore,Adugodi,2025-02,7,0,0,10742.86,1,0,-1.0,1,0,1,0
Bangalore,Adugodi,2025-03,7,1,0,10742.86,0,0,1.0,0,0,1,0
Bangalore,Adugodi,2025-04,7,0,0,10742.86,1,0,-1.0,1,0,1,0
Bangalore,Adugodi,2025-05,7,1,0,10742.86,0,0,1.0,1,0,1,0
Bangalore,Adugodi,2025-06,7,1,1,10742.86,1,0,0.0,1,0,1,0
Bangalore,Adugodi,2025-07,7,1,0,10742.86,1,0,0.0,1,0,1,0
Bangalore,Adugodi,2025-08,7,1,0,10742.86,1,1,0.0,0,0,1,0
Bangalore,Adugodi,2025-09,7,0,0,10742.86,1,1,-1.0,0,0,1,0
Bangalore,Adugodi,2025-10,7,0,0,10742.86,0,1,0.0,3,0,1,0
Bangalore,Adugodi,2025-11,7,3,0,10742.86,0,0,3.0,1,0,1,0
Bangalore,Adugodi,2025-12,7,1,1,10742.86,3,0,-0.6667,0,0,1,0
Bangalore,Adugodi,2026-01,7,0,0,10742.86,1,0,-1.0,0,0,1,0
Bangalore,Adugodi,2026-02,7,0,0,10742.86,0,1,0.0,0,0,1,0
Bangalore,Adugodi,2026-03,7,0,0,10742.86,0,1,0.0,0,0,1,0
Bangalore,Adugodi,2026-04,7,0,0,10742.86,0,0,0.0,0,0,1,0
Bangalore,Adugodi,2026-05,7,0,0,10742.86,0,1,0.0,0,0,1,0
Bangalore,Adugodi,2026-06,7,0,0,10742.86,0,0,0.0,0,0,1,0
Bangalore,Aduru,2024-01,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2024-02,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2024-03,1,0,0,6500.0,0,0,0.0,1,0,1,0
Bangalore,Aduru,2024-04,1,1,0,6500.0,0,0,1.0,1,0,1,0
Bangalore,Aduru,2024-05,1,1,1,6500.0,1,0,0.0,0,0,1,0
Bangalore,Aduru,2024-06,1,0,2,6500.0,1,0,-1.0,0,0,1,0
Bangalore,Aduru,2024-07,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2024-08,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2024-09,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2024-10,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2024-11,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2024-12,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2025-01,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2025-02,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2025-03,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2025-04,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2025-05,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2025-06,1,0,0,6500.0,0,1,0.0,0,0,1,0
Bangalore,Aduru,2025-07,1,0,0,6500.0,0,1,0.0,1,0,1,0
Bangalore,Aduru,2025-08,1,1,0,6500.0,0,0,1.0,0,0,1,0
Bangalore,Aduru,2025-09,1,0,0,6500.0,1,0,-1.0,0,0,1,0
Bangalore,Aduru,2025-10,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2025-11,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2025-12,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2026-01,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2026-02,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2026-03,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2026-04,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2026-05,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,Aduru,2026-06,1,0,0,6500.0,0,0,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2024-01,6,1,0,8366.67,0,0,1.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2024-02,6,0,0,8366.67,1,0,-1.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2024-03,6,0,0,8366.67,0,0,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2024-04,6,0,0,8366.67,0,0,0.0,1,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2024-05,6,1,0,8366.67,0,0,1.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2024-06,6,0,0,8366.67,1,0,-1.0,1,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2024-07,6,1,1,8366.67,0,0,1.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2024-08,6,0,0,8366.67,1,0,-1.0,1,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2024-09,6,1,0,8366.67,0,0,1.0,1,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2024-10,6,1,0,8366.67,1,0,0.0,1,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2024-11,6,1,1,8366.67,1,0,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2024-12,6,0,0,8366.67,1,0,-1.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2025-01,6,0,0,8366.67,0,0,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2025-02,6,0,0,8366.67,0,0,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2025-03,6,0,0,8366.67,0,1,0.0,1,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2025-04,6,1,0,8366.67,0,0,1.0,1,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2025-05,6,1,0,8366.67,1,0,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2025-06,6,0,0,8366.67,1,0,-1.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2025-07,6,0,0,8366.67,0,1,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2025-08,6,0,0,8366.67,0,0,0.0,1,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2025-09,6,1,0,8366.67,0,1,1.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2025-10,6,0,0,8366.67,1,0,-1.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2025-11,6,0,0,8366.67,0,1,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2025-12,6,0,0,8366.67,0,1,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2026-01,6,0,0,8366.67,0,1,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2026-02,6,0,0,8366.67,0,0,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2026-03,6,0,0,8366.67,0,0,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2026-04,6,0,0,8366.67,0,0,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2026-05,6,0,0,8366.67,0,0,0.0,0,0,1,0
Bangalore,"Aecs Layout-Singasandra, Singasandra, Hosur Road",2026-06,6,0,0,8366.67,0,1,0.0,0,0,1,0
Bangalore,Airport Road,2024-01,5,0,0,7920.0,0,0,0.0,1,0,1,0
Bangalore,Airport Road,2024-02,5,1,0,7920.0,0,0,1.0,1,0,1,0
Bangalore,Airport Road,2024-03,5,1,0,7920.0,1,0,0.0,0,0,1,0
Bangalore,Airport Road,2024-04,5,0,0,7920.0,1,0,-1.0,0,0,1,0
Bangalore,Airport Road,2024-05,5,0,0,7920.0,0,0,0.0,1,0,1,0
Bangalore,Airport Road,2024-06,5,1,0,7920.0,0,0,1.0,0,0,1,0
Bangalore,Airport Road,2024-07,5,0,0,7920.0,1,0,-1.0,1,0,1,0
Bangalore,Airport Road,2024-08,5,1,0,7920.0,0,0,1.0,1,0,1,0
Bangalore,Airport Road,2024-09,5,1,0,7920.0,1,0,0.0,0,0,1,0
Bangalore,Airport Road,2024-10,5,0,0,7920.0,1,0,-1.0,0,0,1,0
Bangalore,Airport Road,2024-11,5,0,0,7920.0,0,0,0.0,0,0,1,0
Bangalore,Airport Road,2024-12,5,0,0,7920.0,0,0,0.0,0,0,1,0
Bangalore,Airport Road,2025-01,5,0,0,7920.0,0,0,0.0,0,0,1,0
Bangalore,Airport Road,2025-02,5,0,0,7920.0,0,0,0.0,2,0,1,0
Bangalore,Airport Road,2025-03,5,2,0,7920.0,0,0,2.0,1,0,1,0
Bangalore,Airport Road,2025-04,5,1,0,7920.0,2,1,-0.5,2,0,1,0
Bangalore,Airport Road,2025-05,5,2,0,7920.0,1,1,1.0,0,0,1,0
Bangalore,Airport Road,2025-06,5,0,0,7920.0,2,0,-1.0,1,0,1,0
Bangalore,Airport Road,2025-07,5,1,0,7920.0,0,0,1.0,0,0,1,0
Bangalore,Airport Road,2025-08,5,0,0,7920.0,1,1,-1.0,1,0,1,0
Bangalore,Airport Road,2025-09,5,1,0,7920.0,0,0,1.0,0,0,1,0
Bangalore,Airport Road,2025-10,5,0,0,7920.0,1,1,-1.0,0,0,1,0
