tenant_id,snapshot_month,monthly_income,historical_invoice_count,late_payment_count,missed_payment_count,avg_days_late,max_days_late,historical_outstanding,rent_to_income_ratio,payment_completion_ratio,risk_label,data_split
T00018,2025-11,179745,17.0,10.0,4,3.1,10,2722000.0,7.733177557094773,0.7647058823529411,0,test
T00018,2025-12,179745,20.0,12.0,5,2.9166666666666665,10,3402500.0,7.733177557094773,0.75,0,test
T00020,2024-11,39750,2.0,1.0,0,2.0,2,0.0,1.6327044025157234,1.0,0,train
T00020,2024-12,39750,3.0,1.0,1,2.0,2,65400.0,1.6327044025157234,0.6666666666666666,0,train
T00020,2025-01,39750,4.0,2.0,0,16.0,30,0.0,1.6327044025157234,1.0,0,train
T00020,2025-02,39750,5.0,3.0,0,13.0,30,0.0,1.6327044025157234,1.0,1,train
T00020,2025-03,39750,6.0,4.0,0,10.25,30,0.0,1.6327044025157234,1.0,1,train
T00020,2025-04,39750,7.0,4.0,1,10.25,30,65400.0,1.6327044025157234,0.8571428571428571,0,train
T00020,2025-05,39750,7.0,4.0,1,10.25,30,65400.0,0.0,0.8571428571428571,0,train
T00020,2025-06,39750,8.0,5.0,1,9.6,30,65400.0,1.6327044025157234,0.875,1,train
T00020,2025-07,39750,8.0,5.0,1,9.6,30,65400.0,0.0,0.875,1,validation
T00020,2025-08,39750,8.0,5.0,1,9.6,30,65400.0,0.0,0.875,1,validation
T00021,2024-05,27308,2.0,0.0,0,0.0,0,0.0,0.7323861139592793,1.0,0,train
T00021,2024-06,27308,3.0,1.0,0,1.0,1,0.0,0.7323861139592793,1.0,0,train
T00021,2024-07,27308,3.0,1.0,0,1.0,1,0.0,0.0,1.0,0,train
T00021,2024-08,27308,4.0,1.0,0,1.0,1,0.0,0.7323861139592793,1.0,0,train
T00021,2024-09,27308,5.0,2.0,0,2.0,3,0.0,0.7323861139592793,1.0,0,train
T00022,2025-08,60824,2.0,1.0,1,7.0,7,12500.0,0.19729054320662895,0.5,0,validation
T00022,2025-09,60824,3.0,1.0,1,7.0,7,12500.0,0.19729054320662895,0.6666666666666666,0,validation
T00022,2025-10,60824,3.0,1.0,1,7.0,7,12500.0,0.0,0.6666666666666666,0,test
T00022,2025-11,60824,4.0,1.0,1,7.0,7,12500.0,0.19729054320662895,0.75,0,test
T00022,2025-12,60824,5.0,1.0,1,7.0,7,12500.0,0.19729054320662895,0.8,1,test
T00023,2025-09,233362,2.0,0.0,1,0.0,0,15500.0,0.06427781729673211,0.5,1,validation
T00023,2025-10,233362,2.0,0.0,1,0.0,0,15500.0,0.0,0.5,0,test
T00023,2025-11,233362,3.0,0.0,2,0.0,0,31000.0,0.06427781729673211,0.3333333333333333,0,test
T00023,2025-12,233362,4.0,1.0,2,1.0,1,31000.0,0.06427781729673211,0.5,1,test
T00026,2025-03,34921,2.0,1.0,0,2.0,2,0.0,0.7302196386128691,1.0,0,train
T00026,2025-04,34921,3.0,1.0,0,2.0,2,0.0,0.7302196386128691,1.0,1,train
T00026,2025-05,34921,3.0,1.0,0,2.0,2,0.0,0.0,1.0,1,train
T00026,2025-06,34921,4.0,1.0,0,2.0,2,0.0,0.7302196386128691,1.0,1,train
T00026,2025-07,34921,5.0,1.0,1,2.0,2,26000.0,0.7302196386128691,0.8,1,validation
T00026,2025-08,34921,5.0,2.0,0,16.0,30,0.0,0.0,1.0,1,validation
T00026,2025-09,34921,8.0,3.0,2,15.666666666666666,30,59400.0,2.6144726668766647,0.75,1,validation
T00026,2025-10,34921,11.0,5.0,3,10.2,30,85400.0,2.6144726668766647,0.7272727272727273,1,test
T00026,2025-11,34921,14.0,6.0,5,9.0,30,144800.0,2.6144726668766647,0.6428571428571429,1,test
T00026,2025-12,34921,16.0,7.0,6,12.0,30,178200.0,1.6723461527447667,0.625,0,test
T00028,2024-11,138875,2.0,2.0,0,12.5,15,0.0,0.5371737173717371,1.0,1,train
T00028,2024-12,138875,3.0,3.0,0,9.333333333333334,15,0.0,0.5371737173717371,1.0,1,train
T00028,2025-01,138875,4.0,4.0,0,10.75,15,0.0,0.5371737173717371,1.0,1,train
T00028,2025-02,138875,5.0,4.0,1,10.75,15,75100.0,0.5371737173717371,0.8,1,train
T00028,2025-03,138875,6.0,4.0,2,10.75,15,150200.0,0.5371737173717371,0.6666666666666666,1,train
T00028,2025-04,138875,6.0,4.0,2,10.75,15,150200.0,0.0,0.6666666666666666,1,train
T00028,2025-05,138875,7.0,4.0,3,10.75,15,225300.0,0.5371737173717371,0.5714285714285714,0,train
T00032,2024-02,181480,2.0,1.0,0,3.0,3,0.0,0.09147013445007714,1.0,0,train
T00032,2024-03,181480,3.0,2.0,0,2.5,3,0.0,0.09147013445007714,1.0,0,train
T00032,2024-04,181480,4.0,2.0,0,2.5,3,0.0,0.09147013445007714,1.0,1,train
T00032,2024-05,181480,5.0,3.0,0,2.0,3,0.0,0.09147013445007714,1.0,1,train
T00032,2024-06,181480,6.0,4.0,0,5.25,15,0.0,0.09147013445007714,1.0,0,train
T00032,2024-07,181480,7.0,4.0,1,5.25,15,17100.0,0.09147013445007714,0.8571428571428571,0,train
T00032,2024-08,181480,8.0,4.0,1,5.25,15,17100.0,0.09147013445007714,0.875,0,train
T00032,2024-09,181480,9.0,5.0,1,5.2,15,17100.0,0.09147013445007714,0.8888888888888888,0,train
T00032,2024-10,181480,10.0,6.0,1,4.666666666666667,15,17100.0,0.09147013445007714,0.9,0,train
T00032,2024-11,181480,11.0,7.0,1,4.142857142857143,15,17100.0,0.09147013445007714,0.9090909090909091,1,train
T00032,2024-12,181480,12.0,8.0,1,3.75,15,17100.0,0.09147013445007714,0.9166666666666666,1,train
T00035,2024-12,78979,2.0,1.0,0,5.0,5,0.0,0.12408361716405626,1.0,0,train
T00035,2025-01,78979,4.0,1.0,1,5.0,5,5400.0,0.12408361716405626,0.75,0,train
T00035,2025-02,78979,5.0,2.0,1,3.5,5,5400.0,0.06204180858202813,0.8,1,train
T00035,2025-03,78979,6.0,3.0,1,4.666666666666667,7,5400.0,0.06204180858202813,0.8333333333333334,0,train
T00035,2025-04,78979,8.0,4.0,1,3.75,7,5400.0,0.12408361716405626,0.875,1,train
T00035,2025-05,78979,10.0,4.0,3,3.75,7,16200.0,0.12408361716405626,0.7,0,train
T00035,2025-06,78979,12.0,4.0,3,3.75,7,16200.0,0.12408361716405626,0.75,0,train
T00035,2025-07,78979,13.0,4.0,3,3.75,7,16200.0,0.06204180858202813,0.7692307692307693,0,validation
T00035,2025-08,78979,14.0,4.0,4,3.75,7,21600.0,0.06204180858202813,0.7142857142857143,0,validation
T00035,2025-09,78979,15.0,6.0,3,8.333333333333334,30,16200.0,0.06204180858202813,0.8,1,validation
T00035,2025-10,78979,16.0,6.0,3,8.333333333333334,30,16200.0,0.06204180858202813,0.8125,1,test
T00036,2024-04,128956,3.0,2.0,1,2.0,3,11500.0,0.2559012376314402,0.6666666666666666,0,train
T00036,2024-05,128956,5.0,5.0,0,11.2,30,0.0,0.17060082508762678,1.0,0,train
T00036,2024-06,128956,8.0,6.0,0,11.0,30,0.0,0.2559012376314402,1.0,0,train
T00036,2024-07,128956,10.0,8.0,0,8.75,30,0.0,0.17060082508762678,1.0,0,train
T00036,2024-08,128956,12.0,9.0,0,8.0,30,0.0,0.17060082508762678,1.0,1,train
T00036,2024-09,128956,15.0,11.0,1,8.545454545454545,30,11500.0,0.2559012376314402,0.9333333333333333,0,train
T00036,2024-10,128956,17.0,12.0,1,8.25,30,11500.0,0.17060082508762678,0.9411764705882353,1,train
T00036,2024-11,128956,18.0,13.0,1,8.76923076923077,30,11500.0,0.08530041254381339,0.9444444444444444,1,train
T00036,2024-12,128956,21.0,15.0,2,8.4,30,23000.0,0.2559012376314402,0.9047619047619048,1,train
T00036,2025-01,128956,24.0,15.0,5,8.4,30,57500.0,0.2559012376314402,0.7916666666666666,0,train
T00036,2025-02,128956,26.0,18.0,3,12.277777777777779,45,34500.0,0.17060082508762678,0.8846153846153846,1,train
T00036,2025-03,128956,28.0,19.0,3,12.0,45,34500.0,0.17060082508762678,0.8928571428571429,1,train
T00036,2025-10,128956,31.0,20.0,4,12.15,45,46000.0,0.0,0.8709677419354839,1,test
T00036,2025-11,128956,31.0,20.0,4,12.15,45,46000.0,0.0,0.8709677419354839,1,test
T00036,2025-12,128956,31.0,20.0,4,12.15,45,46000.0,0.0,0.8709677419354839,0,test
T00037,2024-05,109229,2.0,1.0,1,7.0,7,16500.0,0.2929624916459915,0.5,1,train
T00037,2024-06,109229,4.0,2.0,0,26.0,45,0.0,0.2929624916459915,1.0,1,train
T00037,2024-07,109229,6.0,3.0,1,18.0,45,16500.0,0.2929624916459915,0.8333333333333334,0,train
T00037,2024-08,109229,7.0,3.0,2,18.0,45,33000.0,0.14648124582299574,0.7142857142857143,0,train
T00037,2024-09,109229,9.0,5.0,1,17.0,45,16500.0,0.2929624916459915,0.8888888888888888,0,train
T00037,2024-10,109229,10.0,6.0,1,14.5,45,16500.0,0.14648124582299574,0.9,0,train
T00037,2024-11,109229,12.0,8.0,1,11.625,45,16500.0,0.2929624916459915,0.9166666666666666,0,train
T00037,2024-12,109229,14.0,9.0,2,10.555555555555555,45,33000.0,0.2929624916459915,0.8571428571428571,0,train
T00037,2025-01,109229,15.0,10.0,2,9.8,45,33000.0,0.14648124582299574,0.8666666666666667,0,train
T00037,2025-02,109229,16.0,10.0,2,9.8,45,33000.0,0.14648124582299574,0.875,0,train
T00037,2025-03,109229,17.0,11.0,2,9.090909090909092,45,33000.0,0.14648124582299574,0.8823529411764706,0,train
T00037,2025-04,109229,19.0,13.0,2,8.076923076923077,45,33000.0,0.2929624916459915,0.8947368421052632,1,train
T00037,2025-05,109229,22.0,15.0,3,7.533333333333333,45,49500.0,0.8880425528019116,0.8636363636363636,1,train
T00037,2025-06,109229,23.0,15.0,4,7.533333333333333,45,66000.0,0.14648124582299574,0.8260869565217391,0,train
T00037,2025-07,109229,25.0,16.0,5,7.1875,45,82500.0,0.7415613069789159,0.8,1,validation
T00037,2025-08,109229,27.0,17.0,5,8.529411764705882,45,131500.0,0.7415613069789159,0.8148148148148148,1,validation
T00037,2025-09,109229,29.0,19.0,4,9.473684210526315,45,66000.0,0.7415613069789159,0.8620689655172413,1,validation
T00037,2025-10,109229,30.0,19.0,5,9.473684210526315,45,131500.0,0.5950800611559202,0.8333333333333334,0,test
T00037,2025-11,109229,32.0,19.0,6,9.473684210526315,45,148000.0,0.7415613069789159,0.8125,0,test
T00037,2025-12,109229,34.0,21.0,6,8.904761904761905,45,148000.0,0.7415613069789159,0.8235294117647058,0,test
T00039,2025-06,126941,3.0,1.0,1,1.0,1,13500.0,0.20481956184369116,0.6666666666666666,1,train
T00039,2025-07,126941,5.0,2.0,1,8.0,15,13500.0,0.20481956184369116,0.8,1,validation
T00039,2025-08,126941,6.0,2.0,2,8.0,15,27000.0,0.10240978092184558,0.6666666666666666,1,validation
T00039,2025-09,126941,7.0,3.0,2,8.666666666666666,15,27000.0,0.10240978092184558,0.7142857142857143,0,validation
T00039,2025-10,126941,9.0,4.0,3,8.25,15,40500.0,0.20481956184369116,0.6666666666666666,0,test
T00039,2025-11,126941,11.0,6.0,3,6.166666666666667,15,40500.0,0.20481956184369116,0.7272727272727273,0,test
T00039,2025-12,126941,13.0,7.0,4,6.285714285714286,15,54000.0,0.20481956184369116,0.6923076923076923,0,test
T00040,2025-11,54585,2.0,1.0,0,15.0,15,0.0,0.14656041036914905,1.0,1,test
T00040,2025-12,54585,3.0,2.0,0,8.0,15,0.0,0.14656041036914905,1.0,1,test
T00042,2024-12,98934,2.0,1.0,1,5.0,5,7000.0,0.13140073180099865,0.5,0,train
T00042,2025-01,98934,5.0,3.0,1,11.666666666666666,15,7000.0,0.19710109770149797,0.8,0,train
T00042,2025-02,98934,8.0,6.0,1,7.666666666666667,15,7000.0,0.19710109770149797,0.875,0,train
T00042,2025-03,98934,11.0,6.0,2,7.666666666666667,15,14000.0,0.19710109770149797,0.8181818181818182,0,train
T00042,2025-04,98934,14.0,9.0,2,6.888888888888889,15,14000.0,0.19710109770149797,0.8571428571428571,0,train
T00042,2025-05,98934,17.0,10.0,3,7.7,15,21000.0,0.19710109770149797,0.8235294117647058,0,train
T00042,2025-06,98934,19.0,11.0,4,7.181818181818182,15,28000.0,0.13140073180099865,0.7894736842105263,0,train
T00042,2025-07,98934,22.0,12.0,4,6.75,15,28000.0,0.19710109770149797,0.8181818181818182,0,validation
T00042,2025-08,98934,25.0,15.0,4,6.2,15,28000.0,0.19710109770149797,0.84,0,validation
T00042,2025-09,98934,27.0,17.0,4,6.529411764705882,15,28000.0,0.13140073180099865,0.8518518518518519,0,validation
T00042,2025-10,98934,30.0,18.0,6,6.333333333333333,15,42000.0,0.19710109770149797,0.8,0,test
T00042,2025-11,98934,33.0,21.0,6,5.904761904761905,15,42000.0,0.19710109770149797,0.8181818181818182,0,test
T00044,2024-04,247887,2.0,1.0,1,7.0,7,16500.0,0.06454553889473832,0.5,1,train
T00044,2024-05,247887,3.0,1.0,1,7.0,7,16500.0,0.06454553889473832,0.6666666666666666,1,train
T00044,2024-06,247887,5.0,3.0,1,3.6666666666666665,7,16500.0,0.12909107778947665,0.8,1,train
T00044,2024-07,247887,7.0,4.0,2,5.25,10,33000.0,0.12909107778947665,0.7142857142857143,1,train
T00044,2024-08,247887,9.0,5.0,3,7.2,15,49500.0,0.12909107778947665,0.6666666666666666,1,train
T00044,2024-09,247887,11.0,6.0,3,8.5,15,49500.0,0.12909107778947665,0.7272727272727273,1,train
T00044,2024-10,247887,13.0,7.0,3,8.714285714285714,15,49500.0,0.12909107778947665,0.7692307692307693,0,train
T00044,2024-11,247887,14.0,8.0,3,8.0,15,49500.0,0.06454553889473832,0.7857142857142857,0,train
T00044,2024-12,247887,16.0,9.0,4,7.666666666666667,15,66000.0,0.12909107778947665,0.75,0,train
T00044,2025-01,247887,18.0,10.0,3,11.4,45,49500.0,0.12909107778947665,0.8333333333333334,0,train
T00044,2025-02,247887,20.0,12.0,3,9.833333333333334,45,49500.0,0.12909107778947665,0.85,0,train
T00044,2025-03,247887,21.0,13.0,3,9.23076923076923,45,49500.0,0.06454553889473832,0.8571428571428571,1,train
T00044,2025-04,247887,22.0,14.0,3,8.928571428571429,45,49500.0,0.06454553889473832,0.8636363636363636,1,train
T00044,2025-05,247887,22.0,14.0,3,8.928571428571429,45,49500.0,0.0,0.8636363636363636,1,train
T00044,2025-06,247887,23.0,14.0,4,8.928571428571429,45,66000.0,0.06454553889473832,0.8260869565217391,0,train
T00044,2025-07,247887,24.0,15.0,4,8.4,45,66000.0,0.06454553889473832,0.8333333333333334,1,validation
T00044,2025-08,247887,24.0,15.0,4,8.4,45,66000.0,0.0,0.8333333333333334,1,validation
T00044,2025-09,247887,24.0,15.0,4,8.4,45,66000.0,0.0,0.8333333333333334,1,validation
T00044,2025-10,247887,25.0,16.0,4,8.5,45,66000.0,0.06454553889473832,0.84,1,test
T00044,2025-11,247887,26.0,16.0,5,8.5,45,82500.0,0.06454553889473832,0.8076923076923077,1,test
T00044,2025-12,247887,27.0,16.0,6,8.5,45,99000.0,0.06454553889473832,0.7777777777777778,1,test
T00045,2024-10,69768,2.0,1.0,0,3.0,3,0.0,0.22216488934755188,1.0,1,train
T00045,2024-11,69768,3.0,1.0,0,3.0,3,0.0,0.22216488934755188,1.0,1,train
T00045,2024-12,69768,5.0,2.0,1,3.0,3,36500.0,1.0319917440660475,0.8,1,train
T00045,2025-01,69768,9.0,5.0,2,5.0,10,52500.0,1.7701525054466232,0.7777777777777778,1,train
T00045,2025-02,69768,12.0,8.0,2,5.75,15,52500.0,1.2541566334135994,0.8333333333333334,1,train
T00045,2025-03,69768,16.0,10.0,4,6.8,15,125500.0,1.7701525054466232,0.75,0,train
T00045,2025-04,69768,20.0,14.0,3,9.071428571428571,30,89000.0,1.7701525054466232,0.85,0,train
T00045,2025-05,69768,23.0,16.0,4,8.5,30,125500.0,1.2541566334135994,0.8260869565217391,0,train
T00045,2025-06,69768,26.0,19.0,3,9.894736842105264,45,89000.0,1.2541566334135994,0.8846153846153846,0,train
T00045,2025-07,69768,30.0,21.0,3,10.142857142857142,45,89000.0,1.7701525054466232,0.9,0,validation
T00045,2025-08,69768,34.0,23.0,4,9.521739130434783,45,125500.0,1.7701525054466232,0.8823529411764706,0,validation
T00045,2025-09,69768,38.0,24.0,4,9.333333333333334,45,125500.0,1.7701525054466232,0.8947368421052632,0,validation
T00045,2025-10,69768,40.0,24.0,4,9.333333333333334,45,125500.0,1.0319917440660475,0.9,1,test
T00045,2025-11,69768,43.0,24.0,6,9.333333333333334,45,198500.0,1.5479876160990713,0.8604651162790697,0,test
T00047,2025-07,27854,2.0,0.0,0,0.0,0,0.0,0.17950743160766855,1.0,0,validation
T00047,2025-08,27854,3.0,1.0,0,2.0,2,0.0,0.17950743160766855,1.0,0,validation
T00047,2025-09,27854,4.0,2.0,0,4.5,7,0.0,0.17950743160766855,1.0,1,validation
T00047,2025-10,27854,4.0,2.0,0,4.5,7,0.0,0.0,1.0,0,test
T00047,2025-11,27854,5.0,3.0,0,4.666666666666667,7,0.0,0.17950743160766855,1.0,0,test
T00047,2025-12,27854,6.0,4.0,0,6.0,10,0.0,0.17950743160766855,1.0,0,test
T00049,2025-12,127843,2.0,1.0,0,1.0,1,0.0,0.11733141431286813,1.0,0,test
T00050,2024-06,149363,2.0,0.0,1,0.0,0,17000.0,0.11046912555318252,0.5,0,train
T00050,2024-07,149363,3.0,1.0,0,30.0,30,0.0,0.11046912555318252,1.0,0,train
T00050,2024-08,149363,4.0,2.0,0,16.0,30,0.0,0.11046912555318252,1.0,0,train
T00050,2024-09,149363,5.0,2.0,0,16.0,30,0.0,0.11046912555318252,1.0,0,train
T00050,2024-10,149363,6.0,3.0,0,11.0,30,0.0,0.11046912555318252,1.0,0,train
T00050,2024-11,149363,7.0,3.0,0,11.0,30,0.0,0.11046912555318252,1.0,0,train
T00050,2024-12,149363,8.0,4.0,0,10.0,30,0.0,0.11046912555318252,1.0,1,train
T00050,2025-01,149363,9.0,4.0,1,10.0,30,17000.0,0.11046912555318252,0.8888888888888888,0,train
T00050,2025-02,149363,10.0,4.0,1,10.0,30,17000.0,0.11046912555318252,0.9,1,train
T00050,2025-03,149363,11.0,4.0,2,10.0,30,34000.0,0.11046912555318252,0.8181818181818182,1,train
T00050,2025-04,149363,12.0,4.0,2,10.0,30,34000.0,0.11046912555318252,0.8333333333333334,1,train
T00052,2024-12,141316,2.0,2.0,0,5.0,7,0.0,0.20521384698123354,1.0,1,train
T00052,2025-01,141316,3.0,2.0,1,5.0,7,29500.0,0.20521384698123354,0.6666666666666666,0,train
T00052,2025-02,141316,4.0,2.0,2,5.0,7,59000.0,0.20521384698123354,0.5,0,train
T00052,2025-03,141316,5.0,3.0,1,18.333333333333332,45,29500.0,0.20521384698123354,0.8,1,train
T00052,2025-04,141316,6.0,3.0,1,18.333333333333332,45,29500.0,0.20521384698123354,0.8333333333333334,1,train
T00052,2025-05,141316,7.0,3.0,2,18.333333333333332,45,59000.0,0.20521384698123354,0.7142857142857143,1,train
T00052,2025-06,141316,8.0,4.0,2,17.5,45,59000.0,0.20521384698123354,0.75,0,train
T00052,2025-07,141316,9.0,4.0,2,17.5,45,59000.0,0.20521384698123354,0.7777777777777778,1,validation
T00052,2025-08,141316,10.0,4.0,3,17.5,45,88500.0,0.20521384698123354,0.7,1,validation
T00052,2025-09,141316,11.0,4.0,3,17.5,45,88500.0,0.20521384698123354,0.7272727272727273,1,validation
T00052,2025-10,141316,12.0,4.0,4,17.5,45,118000.0,0.20521384698123354,0.6666666666666666,0,test
T00052,2025-11,141316,13.0,5.0,4,16.0,45,118000.0,0.20521384698123354,0.6923076923076923,0,test
T00052,2025-12,141316,14.0,6.0,4,14.5,45,118000.0,0.04882674290243143,0.7142857142857143,0,test
T00053,2024-02,216410,2.0,1.0,1,5.0,5,42500.0,0.3881521186636477,0.5,1,train
T00053,2024-03,216410,4.0,2.0,2,10.0,15,85000.0,0.3881521186636477,0.5,0,train
T00053,2024-04,216410,6.0,2.0,2,10.0,15,85000.0,0.3881521186636477,0.6666666666666666,0,train
T00053,2024-05,216410,7.0,3.0,2,7.333333333333333,15,85000.0,0.19407605933182384,0.7142857142857143,1,train
T00053,2024-06,216410,9.0,5.0,2,6.8,15,85000.0,0.3881521186636477,0.7777777777777778,0,train
T00053,2024-07,216410,11.0,7.0,2,5.285714285714286,15,85000.0,0.3881521186636477,0.8181818181818182,0,train
T00053,2024-08,216410,12.0,7.0,3,5.285714285714286,15,127500.0,0.19407605933182384,0.75,0,train
T00053,2024-09,216410,14.0,8.0,3,4.875,15,127500.0,0.3881521186636477,0.7857142857142857,0,train
T00053,2024-10,216410,15.0,9.0,3,4.555555555555555,15,127500.0,0.19407605933182384,0.8,0,train
T00053,2024-11,216410,17.0,9.0,3,4.555555555555555,15,127500.0,0.3881521186636477,0.8235294117647058,0,train
T00053,2024-12,216410,19.0,10.0,3,5.1,15,127500.0,0.3881521186636477,0.8421052631578947,0,train
T00053,2025-01,216410,21.0,12.0,3,4.75,15,127500.0,0.3881521186636477,0.8571428571428571,1,train
T00053,2025-02,216410,23.0,13.0,4,4.461538461538462,15,170000.0,0.3881521186636477,0.8260869565217391,0,train
T00053,2025-03,216410,23.0,13.0,4,4.461538461538462,15,170000.0,0.0,0.8260869565217391,0,train
T00053,2025-04,216410,23.0,13.0,4,4.461538461538462,15,170000.0,0.0,0.8260869565217391,0,train
T00053,2025-05,216410,24.0,14.0,4,4.5,15,170000.0,0.19407605933182384,0.8333333333333334,0,train
T00053,2025-06,216410,25.0,15.0,4,4.533333333333333,15,170000.0,0.19407605933182384,0.84,0,train
T00053,2025-07,216410,26.0,15.0,5,4.533333333333333,15,212500.0,0.19407605933182384,0.8076923076923077,0,validation
T00053,2025-08,216410,27.0,15.0,5,4.533333333333333,15,212500.0,0.19407605933182384,0.8148148148148148,1,validation
T00053,2025-09,216410,28.0,16.0,5,4.375,15,212500.0,0.19407605933182384,0.8214285714285714,1,validation
T00053,2025-10,216410,29.0,17.0,5,5.882352941176471,30,212500.0,0.19407605933182384,0.8275862068965517,0,test
T00053,2025-11,216410,30.0,17.0,6,5.882352941176471,30,255000.0,0.19407605933182384,0.8,0,test
T00053,2025-12,216410,32.0,19.0,6,5.473684210526316,30,255000.0,0.08317545399935308,0.8125,0,test
T00054,2025-05,153584,2.0,2.0,0,2.0,3,0.0,0.169288467548703,1.0,0,train
T00054,2025-06,153584,3.0,2.0,0,2.0,3,0.0,0.169288467548703,1.0,0,train
T00054,2025-07,153584,3.0,2.0,0,2.0,3,0.0,0.0,1.0,0,validation
T00054,2025-08,153584,4.0,3.0,0,2.0,3,0.0,0.169288467548703,1.0,0,validation
T00054,2025-09,153584,5.0,4.0,0,3.25,7,0.0,0.169288467548703,1.0,0,validation
T00054,2025-10,153584,5.0,4.0,0,3.25,7,0.0,0.0,1.0,1,test
T00054,2025-11,153584,6.0,5.0,0,3.0,7,0.0,0.169288467548703,1.0,1,test
T00054,2025-12,153584,6.0,5.0,0,3.0,7,0.0,0.0,1.0,1,test
T00055,2024-07,173450,2.0,0.0,1,0.0,0,10500.0,0.057653502450273855,0.5,0,train
T00055,2024-08,173450,3.0,0.0,2,0.0,0,21000.0,0.057653502450273855,0.3333333333333333,0,train
T00055,2024-09,173450,4.0,1.0,2,1.0,1,21000.0,0.057653502450273855,0.5,0,train
